timestamp,num_tracked_points,mean_u,mean_v,std_u,std_v,mean_speed,forward_backward_error,tracking_confidence
1779438687.9722285,70,0.7810965180397034,1.0482596158981323,0.6806800365447998,0.6632850766181946,1.512942910194397,0.09958707541227341,1.0
1779438688.0384908,70,0.08330667018890381,0.21644461154937744,0.19237317144870758,0.15096451342105865,0.30882057547569275,0.010852213948965073,1.0
1779438688.0529022,70,0.02707432396709919,0.17652958631515503,0.24979867041110992,0.24733123183250427,0.34107670187950134,0.024449650198221207,1.0
1779438688.0700712,70,0.02770865336060524,0.03549368679523468,0.21032501757144928,0.16408249735832214,0.23242193460464478,0.015659987926483154,1.0
1779438688.0857663,70,0.02124742791056633,-0.02083435095846653,0.06854968518018723,0.03520199656486511,0.0672682523727417,0.0031497273594141006,1.0
1779438688.1032608,70,-0.04069475457072258,-0.07450169324874878,0.15002016723155975,0.129735067486763,0.18379473686218262,0.008612003177404404,1.0
1779438688.1194766,70,-0.29257267713546753,-0.20385219156742096,0.3747557997703552,0.19185563921928406,0.4546356499195099,0.019879376515746117,1.0
1779438688.1380732,70,-0.08264967054128647,-0.11364920437335968,0.13661004602909088,0.10313469916582108,0.18087553977966309,0.003715908620506525,1.0
1779438688.1659582,70,-0.26117902994155884,-0.18235059082508087,0.2750786244869232,0.19213023781776428,0.3853832483291626,0.016186758875846863,1.0
1779438688.1993423,70,-0.24620601534843445,-0.14929591119289398,0.31321221590042114,0.18627800047397614,0.3564482629299164,0.019843442365527153,1.0
1779438688.2299435,70,-0.07147543877363205,-0.05884312093257904,0.06797118484973907,0.056752245873212814,0.10713754594326019,0.003024101024493575,1.0
1779438688.2617111,70,-0.16231580078601837,-0.1376909464597702,0.11094260960817337,0.10332511365413666,0.23093847930431366,0.004438790958374739,1.0
1779438688.2950084,67,-0.5824468731880188,-0.3097884953022003,0.7112221121788025,0.5087091326713562,0.8648284077644348,0.07592705637216568,0.9571428571428572
1779438688.340404,67,-0.1091306284070015,-0.13897135853767395,0.13162937760353088,0.11892110109329224,0.21079647541046143,0.004990062210708857,1.0
1779438688.3739562,67,-0.1178358867764473,-0.2580418288707733,0.1841224879026413,0.20080693066120148,0.35483047366142273,0.016054917126893997,1.0
1779438688.407503,67,0.0169468205422163,-0.29362761974334717,0.6559778451919556,0.49405601620674133,0.6688451766967773,0.07973822206258774,1.0
1779438688.4369388,67,0.06474440544843674,-0.22803735733032227,0.6219214200973511,0.4227132499217987,0.6123046875,0.06383237987756729,1.0
1779438688.4698944,67,0.022719653323292732,-0.12630268931388855,0.4125237464904785,0.3911513388156891,0.48730188608169556,0.03817634657025337,1.0
1779438688.5017886,67,-0.037307512015104294,-0.06141024827957153,0.1314421147108078,0.1264813095331192,0.168737530708313,0.007608415558934212,1.0
1779438688.5337117,67,-0.08809877932071686,-0.04772630333900452,0.09502430260181427,0.09168907254934311,0.14401553571224213,0.005384401418268681,1.0
1779438688.5657942,67,-0.10660290718078613,-0.0326765812933445,0.21951459348201752,0.2130068689584732,0.26441481709480286,0.014096640981733799,1.0
1779438688.5969338,67,-0.05078740045428276,0.0060732257552444935,0.10113499313592911,0.07902047038078308,0.09056474268436432,0.0026228479109704494,1.0
1779438688.630378,67,-0.043124981224536896,0.050857771188020706,0.08272592723369598,0.058544058352708817,0.10374350100755692,0.002197881694883108,1.0
1779438688.6630375,67,-0.003606312209740281,0.08790269494056702,0.07684959471225739,0.04780298471450806,0.11519265174865723,0.0015783951384946704,1.0
1779438688.6932592,67,0.05653700232505798,0.16446582973003387,0.11164385080337524,0.0724102035164833,0.1997644156217575,0.002015188569203019,1.0
1779438688.7408278,67,0.16169078648090363,0.2771219313144684,0.18813937902450562,0.157733753323555,0.34825295209884644,0.006353629287332296,1.0
1779438688.7717838,67,0.0780753493309021,0.20417512953281403,0.10544951260089874,0.10784536600112915,0.23711051046848297,0.00321716396138072,1.0
1779438688.806358,67,0.07014533877372742,0.21402843296527863,0.07337002456188202,0.09791263192892075,0.23636378347873688,0.0026622030418366194,1.0
1779438688.8368738,67,0.0772821232676506,0.33046960830688477,0.234800785779953,0.29175233840942383,0.3724772036075592,0.01246352307498455,1.0
1779438688.8686402,64,0.12534761428833008,0.25430727005004883,0.42345452308654785,0.2579602897167206,0.3342300057411194,0.01679401472210884,0.9552238805970149
1779438688.9020636,64,0.0302278995513916,0.2515885829925537,0.1785021275281906,0.3953465223312378,0.2772090435028076,0.010167648084461689,1.0
1779438688.9327927,64,-0.02600836753845215,0.18084192276000977,0.11456584185361862,0.1138259693980217,0.21483680605888367,0.005409039091318846,1.0
1779438688.966159,64,-0.06533479690551758,0.17067408561706543,0.0755605399608612,0.0797538012266159,0.19769446551799774,0.0025844480842351913,1.0
1779438688.997672,64,-0.09529590606689453,0.17624783515930176,0.07498326897621155,0.09500893205404282,0.21451592445373535,0.0022475356236100197,1.0
1779438689.0308125,64,-0.0802912712097168,0.21167850494384766,0.08622748404741287,0.10837499797344208,0.24295775592327118,0.004115450661629438,1.0
1779438689.0626707,64,-0.015047788619995117,0.17676925659179688,0.09081877768039703,0.09227672964334488,0.20178452134132385,0.002634219126775861,1.0
1779438689.0938928,64,-0.025544404983520508,0.22841596603393555,0.05991606041789055,0.109383225440979,0.24023690819740295,0.0022574542090296745,1.0
1779438689.1419294,64,0.04033088684082031,0.2433786392211914,0.12798768281936646,0.13615065813064575,0.2738143801689148,0.0032131336629390717,1.0
1779438689.1730044,64,0.0208127498626709,0.1756882667541504,0.11930548399686813,0.10072251409292221,0.21538150310516357,0.005536762531846762,1.0
1779438689.2037578,64,0.030247211456298828,0.1250166893005371,0.14071571826934814,0.2952447235584259,0.25396794080734253,0.006378652062267065,1.0
1779438689.2375653,64,0.01411890983581543,0.07575440406799316,0.0946749895811081,0.188981831073761,0.1727246791124344,0.008413128554821014,1.0
1779438689.2696345,64,-0.05485939979553223,0.05051827430725098,0.32525375485420227,0.16062402725219727,0.15622985363006592,0.008459167554974556,1.0
1779438689.3027883,64,-0.01660919189453125,-0.009410619735717773,0.11370781809091568,0.13930505514144897,0.07591558992862701,0.007204112596809864,1.0
1779438689.3329318,64,0.019270896911621094,-0.03058934211730957,0.07760679721832275,0.1031595766544342,0.08272452652454376,0.0026229796931147575,1.0
1779438689.3656907,64,0.03213691711425781,-0.10344910621643066,0.05629315227270126,0.08128274977207184,0.12219715118408203,0.0017459989758208394,1.0
1779438689.3957865,64,0.05167722702026367,-0.1814136505126953,0.0443892739713192,0.09954509139060974,0.19803574681282043,0.0029031457379460335,1.0
