timestamp,elapsed_sec,frame_idx,face_detected,left_eye_points,left_eye_mean_u,left_eye_mean_v,left_eye_std_u,left_eye_std_v,left_eye_speed,left_eye_fb_error,left_eye_confidence,right_eye_points,right_eye_mean_u,right_eye_mean_v,right_eye_std_u,right_eye_std_v,right_eye_speed,right_eye_fb_error,right_eye_confidence,mouth_points,mouth_mean_u,mouth_mean_v,mouth_std_u,mouth_std_v,mouth_speed,mouth_fb_error,mouth_confidence,head_points,head_mean_u,head_mean_v,head_std_u,head_std_v,head_speed,head_fb_error,head_confidence,eye_mean_speed,eye_mean_v,mouth_speed,mouth_mean_v,head_speed,head_mean_v,overall_tracking_confidence
1790268659.4309256,0.0003981590270996094,1,0,15,-0.20897725224494934,-0.8929880857467651,0.21260453760623932,0.19409309327602386,0.9340366125106812,0.01025675144046545,1.0,29,-0.5276826024055481,-0.7031097412109375,0.22291408479213715,0.3165886700153351,0.9026913046836853,0.02259446494281292,1.0,36,-0.7569389343261719,-1.4247546195983887,0.15626657009124756,0.21796128153800964,1.6223909854888916,0.018958287313580513,1.0,80,-0.4040699005126953,-0.9758782386779785,0.3785473108291626,0.48918744921684265,1.1053850650787354,0.009859603829681873,1.0,0.9183639585971832,-0.7980489134788513,1.6223909854888916,-1.4247546195983887,1.1053850650787354,-0.9758782386779785,1.0
1790268659.4410121,0.010484695434570312,2,0,15,-0.24469198286533356,-0.5885325074195862,0.10457465052604675,0.09338925033807755,0.6487554311752319,0.005936397239565849,1.0,29,-0.22523024678230286,-0.21073071658611298,0.08350283652544022,0.07762280851602554,0.32281965017318726,0.00708303228020668,1.0,36,-0.5953174233436584,-0.6020694375038147,0.10278959572315216,0.1587146669626236,0.853739857673645,0.009864047169685364,1.0,80,-0.3101394772529602,-0.43117982149124146,0.3004836440086365,0.28536131978034973,0.5974571108818054,0.005977468565106392,1.0,0.4857875406742096,-0.3996316120028496,0.853739857673645,-0.6020694375038147,0.5974571108818054,-0.43117982149124146,1.0
1790268659.4519174,0.02138996124267578,3,0,15,-0.3636159300804138,0.04495951160788536,0.19657385349273682,0.0644199326634407,0.3718106150627136,0.003285433165729046,1.0,29,-0.4139656722545624,0.064788818359375,0.22533373534679413,0.08818839490413666,0.426029235124588,0.0054290383122861385,1.0,36,-0.6208644509315491,0.10342364758253098,0.20056436955928802,0.09200964123010635,0.6363725066184998,0.006871044635772705,1.0,80,-0.45507049560546875,0.09136839210987091,0.2602110505104065,0.12906025350093842,0.4941011369228363,0.0053557418286800385,1.0,0.3989199250936508,0.05487416498363018,0.6363725066184998,0.10342364758253098,0.4941011369228363,0.09136839210987091,1.0
1790268659.4603539,0.02982640266418457,4,0,15,-1.1397054195404053,0.8217152953147888,0.18426822125911713,0.10643792152404785,1.408937931060791,0.01383910421282053,1.0,29,-0.9449630975723267,0.7933076024055481,0.3733096718788147,0.3993612229824066,1.2835310697555542,0.03320566192269325,1.0,36,-1.5212606191635132,1.1028352975845337,0.2699947655200958,0.16885893046855927,1.8808023929595947,0.018124356865882874,1.0,80,-1.1546176671981812,0.8742318153381348,0.4629877507686615,0.3402496874332428,1.4719780683517456,0.0124914376065135,1.0,1.3462345004081726,0.8075114488601685,1.8808023929595947,1.1028352975845337,1.4719780683517456,0.8742318153381348,1.0
1790268659.4732494,0.04272198677062988,5,0,15,-10.32551383972168,0.7418436408042908,0.948486864566803,0.4927847683429718,10.36413860321045,0.17218726873397827,1.0,28,-9.396771430969238,0.3242007791996002,1.793273687362671,1.555514931678772,9.564064979553223,0.5172082781791687,0.9655172413793104,36,-11.118188858032227,0.6560571193695068,1.6357166767120361,0.7176887392997742,11.160347938537598,0.26967889070510864,1.0,75,-9.875467300415039,0.48688018321990967,2.789891242980957,1.0513654947280884,10.015910148620605,0.20468755066394806,0.9375,9.964101791381836,0.5330222100019455,11.160347938537598,0.6560571193695068,10.015910148620605,0.48688018321990967,0.9757543103448276
1790268659.525258,0.09473061561584473,6,0,15,-0.5027913451194763,-0.2824645936489105,0.13558700680732727,0.03691554442048073,0.5829942226409912,0.005705172661691904,1.0,28,-0.4109235405921936,-0.21476854383945465,0.10658028721809387,0.09364639967679977,0.4729115962982178,0.011260082945227623,1.0,36,-0.7617111206054688,-0.41710492968559265,0.13583485782146454,0.1311739981174469,0.8792846202850342,0.008301629684865475,1.0,75,-0.5194962620735168,-0.2870469093322754,0.27370378375053406,0.15634432435035706,0.6027041077613831,0.004228152334690094,1.0,0.5279529094696045,-0.2486165687441826,0.8792846202850342,-0.41710492968559265,0.6027041077613831,-0.2870469093322754,1.0
1790268659.5734036,0.14287614822387695,7,0,15,-0.4636118710041046,-0.18569844961166382,0.11996913701295853,0.02440625987946987,0.5011891722679138,0.0033407658338546753,1.0,28,-0.4561920166015625,-0.07110541313886642,0.11653244495391846,0.18398281931877136,0.4986233115196228,0.00870474148541689,1.0,36,-0.6983222961425781,-0.12303924560546875,0.10145837068557739,0.04951583966612816,0.710376501083374,0.006998423952609301,1.0,75,-0.4799928665161133,-0.13472259044647217,0.21350407600402832,0.06924524158239365,0.5051000714302063,0.004034163895994425,1.0,0.4999062418937683,-0.12840193137526512,0.710376501083374,-0.12303924560546875,0.5051000714302063,-0.13472259044647217,1.0
1790268659.625305,0.1947774887084961,8,0,15,-0.40904948115348816,-0.06108194962143898,0.11916018277406693,0.0579361654818058,0.4190261662006378,0.004260772839188576,1.0,28,-0.4374803900718689,-0.059299468994140625,0.14770391583442688,0.09815537184476852,0.45659855008125305,0.005184541922062635,1.0,36,-0.4788737893104553,-0.0215462576597929,0.17707498371601105,0.04526052251458168,0.4816913604736328,0.0031030678655952215,1.0,75,-0.4071250259876251,-0.034017741680145264,0.19791947305202484,0.07037971168756485,0.4172525703907013,0.0029843293596059084,1.0,0.43781235814094543,-0.0601907093077898,0.4816913604736328,-0.0215462576597929,0.4172525703907013,-0.034017741680145264,1.0
1790268659.6732779,0.2427504062652588,9,0,15,-0.5613596439361572,0.12113036960363388,0.09280704706907272,0.061523277312517166,0.5763132572174072,0.002880249870941043,1.0,28,-0.4635075032711029,0.04950060322880745,0.14382529258728027,0.09388354420661926,0.4754045009613037,0.009084044024348259,1.0,36,-0.4963442385196686,0.14506997168064117,0.12145598977804184,0.06125066056847572,0.5203604698181152,0.00436237221583724,1.0,75,-0.4907354712486267,0.11909647285938263,0.20333504676818848,0.11371303349733353,0.5171938538551331,0.003917304798960686,1.0,0.5258588790893555,0.08531548641622066,0.5203604698181152,0.14506997168064117,0.5171938538551331,0.11909647285938263,1.0
1790268659.7253454,0.2948179244995117,10,0,15,-0.5839294195175171,0.22368672490119934,0.06231296807527542,0.04150877520442009,0.6271883845329285,0.0029444850515574217,1.0,28,-0.45929935574531555,0.1058000847697258,0.14288601279258728,0.04805023968219757,0.4733496308326721,0.009956678375601768,1.0,36,-0.4182760417461395,0.2579091489315033,0.11431572586297989,0.08011724799871445,0.4938851594924927,0.005209173541516066,1.0,75,-0.461080938577652,0.2136320024728775,0.16542011499404907,0.1246197447180748,0.5206003189086914,0.004087988752871752,1.0,0.5502690076828003,0.16474340483546257,0.4938851594924927,0.2579091489315033,0.5206003189086914,0.2136320024728775,1.0
