timestamp,num_tracked_points,mean_u,mean_v,std_u,std_v,mean_speed,forward_backward_error,tracking_confidence
1779438789.757728,59,4.138770580291748,-1.6278847455978394,1.0661686658859253,1.011207938194275,4.5838751792907715,0.07197409123182297,0.9672131147540983
1779438789.8219132,58,3.2195985317230225,-2.6464619636535645,1.251675009727478,1.2658929824829102,4.466378688812256,0.10592158883810043,0.9830508474576272
1779438789.8399272,58,0.38615864515304565,-0.5021504163742065,0.1856997013092041,0.1974596530199051,0.6745842695236206,0.0053461152128875256,1.0
1779438789.852279,58,0.2038300633430481,-0.3468572795391083,0.13268300890922546,0.15681591629981995,0.4400084316730499,0.00483204610645771,1.0
1779438789.8841193,58,0.13148340582847595,-0.24402408301830292,0.10195865482091904,0.11535372585058212,0.30806469917297363,0.005420041270554066,1.0
1779438789.9155169,58,0.15677379071712494,-0.3096736967563629,0.292018860578537,0.2721863389015198,0.4234594404697418,0.02057214081287384,1.0
1779438789.945941,58,-0.0006071945535950363,-0.03707859292626381,0.05301843583583832,0.05666142702102661,0.07306718826293945,0.0017311177216470242,1.0
1779438789.976928,58,-0.009319174103438854,-0.01178820338100195,0.05260348692536354,0.06825104355812073,0.06972300261259079,0.0013000720646232367,1.0
1779438790.010006,58,0.0024469310883432627,0.08168608695268631,0.06562473624944687,0.05783781409263611,0.1053650975227356,0.0021204466465860605,1.0
1779438790.044985,58,0.043965570628643036,0.24229273200035095,0.1490911841392517,0.14559665322303772,0.28106534481048584,0.0036500452551990747,1.0
1779438790.0936813,58,0.11668948829174042,0.33569493889808655,0.0842253640294075,0.17111949622631073,0.3636847734451294,0.00416548503562808,1.0
1779438790.1243472,58,0.2276095747947693,0.393083781003952,0.17317312955856323,0.1723279058933258,0.4726606607437134,0.008192327804863453,1.0
1779438790.154597,58,0.17862622439861298,0.27314889430999756,0.07488032430410385,0.1193530261516571,0.3323301672935486,0.0037166369147598743,1.0
1779438790.188587,58,0.20240440964698792,0.24641971290111542,0.09954413026571274,0.15101975202560425,0.3376504182815552,0.004288980271667242,1.0
1779438790.2212205,58,0.298125684261322,0.28791940212249756,0.21334029734134674,0.24783748388290405,0.4430372714996338,0.009200939908623695,1.0
1779438790.2536342,58,0.21734987199306488,0.12929561734199524,0.18201367557048798,0.2578392028808594,0.33683618903160095,0.006469648331403732,1.0
1779438790.2857826,58,0.16206465661525726,0.1233886182308197,0.21189869940280914,0.4526940584182739,0.3952270448207855,0.01195098552852869,1.0
1779438790.3138928,58,0.17544056475162506,0.20726223289966583,0.2102871686220169,0.4046155512332916,0.3646818697452545,0.023682860657572746,1.0
1779438790.344494,58,0.07254475355148315,0.12553168833255768,0.09775568544864655,0.18117862939834595,0.17608578503131866,0.00833058636635542,1.0
1779438790.3767755,58,0.05139186605811119,0.14375779032707214,0.14978890120983124,0.1439255177974701,0.19712701439857483,0.0035315435379743576,1.0
1779438790.4112072,58,-0.009836920537054539,0.1946442723274231,0.19219045341014862,0.14951322972774506,0.26279813051223755,0.00620525935664773,1.0
1779438790.4426427,58,-0.020798519253730774,0.20356644690036774,0.16412882506847382,0.16138532757759094,0.2609833776950836,0.0046357749961316586,1.0
1779438790.489176,58,-0.009731950238347054,0.28062307834625244,0.22128020226955414,0.23800592124462128,0.36375465989112854,0.004266695119440556,1.0
1779438790.5235565,58,0.028418704867362976,0.24470125138759613,0.26684433221817017,0.19710730016231537,0.3478148877620697,0.005880597047507763,1.0
1779438790.553736,58,0.04376352205872536,0.1220732033252716,0.20188771188259125,0.1538086086511612,0.22283363342285156,0.00425477372482419,1.0
1779438790.5856395,58,-0.005512631963938475,0.0665006935596466,0.2419234961271286,0.19881021976470947,0.24876224994659424,0.00548131950199604,1.0
